name,locality,cuisines,rating,price_for_two,votes,city,source,price_band,primary_cuisine
Amici Cafe,Defence Colony Main Market,"Cafe, Italian, Pizza, Salad",3.9,1200,1089,New Delhi,kaggle,Premium (₹700-1500),Cafe
Hishi Cafe,Jangpura,"American, Continental, Fast Food, Beverages",4.6,850,1028,New Delhi,kaggle,Premium (₹700-1500),American
Time Out Cafe,Indirapuram,"Cafe, Mexican, Pizza, Chinese",4.0,650,1366,Ghaziabad,kaggle,Mid (₹300-700),Cafe
The Joint Cafe,Dlf Galleria,"Cafe, Burger, Italian, American, Steak",4.2,1400,1520,Gurgaon,kaggle,Premium (₹700-1500),Cafe
Haristo Cafe & Pizzeria,Sector 72,"Italian, Fast Food, Pizza, Cafe",4.0,1200,1089,Noida,kaggle,Premium (₹700-1500),Italian
Getafix,Cross Point Mall,"American, Italian, Healthy Food, Juices, Cafe",4.2,1500,847,Gurgaon,kaggle,Premium (₹700-1500),American
CafÃ© Wanderlust,Dlf Galleria,"Cafe, Fast Food",4.0,600,1571,Gurgaon,kaggle,Mid (₹300-700),Cafe
The Flashback,Rajendra Place,"Cafe, Italian, Chinese",3.8,700,1182,New Delhi,kaggle,Mid (₹300-700),Cafe
Cafe Delhi Heights,Dlf Promenade Mall,"Cafe, Asian, Modern Indian, Continental, Italian, European",4.1,2000,1364,New Delhi,kaggle,Luxury (>₹1500),Cafe
Indian Coffee House,Connaught Place,"Cafe, Fast Food, South Indian",3.6,250,1608,New Delhi,kaggle,Budget (≤₹300),Cafe
Cafe Delhi Heights,Cyber Hub,"Asian, Modern Indian, Continental, Cafe, North Indian, Street Food",4.2,2000,2599,Gurgaon,kaggle,Luxury (>₹1500),Asian
Chaayos,Dlf Galleria,"Cafe, Fast Food, Beverages",4.0,500,1231,Gurgaon,kaggle,Mid (₹300-700),Cafe
Rooh Burger Cafe,Connaught Place,"Burger, Fast Food, Beverages",4.1,350,863,New Delhi,kaggle,Mid (₹300-700),Burger
Sandburg Shakes,Baani Square,"Cafe, Pizza, Burger",4.1,750,935,Gurgaon,kaggle,Premium (₹700-1500),Cafe
Box Office Cafe,Vijay Nagar,"Cafe, Italian, Continental, North Indian",4.0,1200,916,New Delhi,kaggle,Premium (₹700-1500),Cafe
Sakley's The Mountain Cafe,Dlf Galleria,"Cafe, Italian, Continental",4.2,1200,1402,Gurgaon,kaggle,Premium (₹700-1500),Cafe
The Punter House,Satyaniketan,"Cafe, Continental, Italian, North Indian, Chinese, Momos",3.9,800,947,New Delhi,kaggle,Premium (₹700-1500),Cafe
Chaayos,Sda Market,"Cafe, Fast Food, Beverages",4.1,500,1072,New Delhi,kaggle,Mid (₹300-700),Cafe
Cafe Delhi Heights,Ambience Mall,"Asian, Modern Indian, Continental, Cafe, North Indian, Street Food",4.0,2000,1428,Gurgaon,kaggle,Luxury (>₹1500),Asian
Starbucks Coffee,Select Citywalk Mall,"Cafe, Desserts",4.1,700,1009,New Delhi,kaggle,Mid (₹300-700),Cafe
FrenZone,Satyaniketan,"North Indian, Chinese, Fast Food, Momos",4.2,1100,1151,New Delhi,kaggle,Premium (₹700-1500),North Indian
Satish Dhaba,Ip Extension,North Indian,3.8,350,1115,New Delhi,kaggle,Mid (₹300-700),North Indian
Prem Di Hatti,Rajouri Garden,"North Indian, Street Food",4.1,200,819,New Delhi,kaggle,Budget (≤₹300),North Indian
JVR - Jai Vaishno Rasoi,Prashant Vihar,"North Indian, Chinese",4.1,350,1090,New Delhi,kaggle,Mid (₹300-700),North Indian
Apna Dhaba Old,Vikaspuri,North Indian,3.5,200,2338,New Delhi,kaggle,Budget (≤₹300),North Indian
Prem Dhaba,Karol Bagh,"North Indian, Kebab",4.0,650,745,New Delhi,kaggle,Mid (₹300-700),North Indian
Five Star Dhaba,Paschim Vihar,North Indian,3.9,300,805,New Delhi,kaggle,Budget (≤₹300),North Indian
Mitra Da Dhaba,West Patel Nagar,North Indian,3.9,400,770,New Delhi,kaggle,Mid (₹300-700),North Indian
New Punjabi Dhaba,Rohini,North Indian,3.1,300,830,New Delhi,kaggle,Budget (≤₹300),North Indian
Anand Vaishno Dhaba,Uttam Nagar,North Indian,3.7,200,859,New Delhi,kaggle,Budget (≤₹300),North Indian
Punjabi Chicken Corner,Malviya Nagar,North Indian,3.6,400,622,New Delhi,kaggle,Mid (₹300-700),North Indian
Dhaba 29,Sector 29,North Indian,4.6,1100,457,Gurgaon,kaggle,Premium (₹700-1500),North Indian
Bansal Dhaba,Sector 31,North Indian,3.9,300,429,Faridabad,kaggle,Budget (≤₹300),North Indian
Mehfil Dhaba,Malviya Nagar,North Indian,3.8,300,462,New Delhi,kaggle,Budget (≤₹300),North Indian
Radha Ki Rasoi,Sector 10,North Indian,3.7,350,428,New Delhi,kaggle,Mid (₹300-700),North Indian
Shiv Shankar Dhaba,Paschim Vihar,North Indian,4.0,350,373,New Delhi,kaggle,Mid (₹300-700),North Indian
BSGulati's Punjabi Swad,Sector 18,North Indian,2.6,200,418,Noida,kaggle,Budget (≤₹300),North Indian
Mitra Da Dhaba & Caterers,Shahdara,"North Indian, Rolls",3.8,350,374,New Delhi,kaggle,Mid (₹300-700),North Indian
Aalam Chicken Corner,Mayapuri Phase 2,Mughlai,4.1,400,370,New Delhi,kaggle,Mid (₹300-700),Mughlai
Bharat Bhojnalaya,Nit,North Indian,3.9,150,294,Faridabad,kaggle,Budget (≤₹300),North Indian
Punjabi Dhaba,Rohini,North Indian,3.9,200,336,New Delhi,kaggle,Budget (≤₹300),North Indian
Ajit Khalsa Dhaba,Chhatarpur,North Indian,3.7,550,327,New Delhi,kaggle,Mid (₹300-700),North Indian
Diju Da Dhaba,Sector 23,"North Indian, Chinese, BBQ",4.3,350,266,Gurgaon,kaggle,Mid (₹300-700),North Indian
Mukesh Dhaba,Dlf Cyber City,North Indian,3.6,400,250,Gurgaon,kaggle,Mid (₹300-700),North Indian
Gopi Vaishno Dhaba,Chhatarpur,"North Indian, Mughlai",3.1,200,343,New Delhi,kaggle,Budget (≤₹300),North Indian
Chandni Chowk Ke Mashoor Paranthe,Sector 18,North Indian,4.0,100,257,Noida,kaggle,Budget (≤₹300),North Indian
Apni Rasoi,South City 2,North Indian,3.5,400,311,Gurgaon,kaggle,Mid (₹300-700),North Indian
Nandlal Ka Dhaba,Daryaganj,"North Indian, Mughlai",3.8,500,251,New Delhi,kaggle,Mid (₹300-700),North Indian
Janki Vaishno Dhaba,Subhash Nagar,"North Indian, Chinese",4.0,300,249,New Delhi,kaggle,Budget (≤₹300),North Indian
Shudh Vaishno Shanker Dhaba,Paschim Vihar,North Indian,4.0,200,246,New Delhi,kaggle,Budget (≤₹300),North Indian
Chawla Dhaba,Okhla Phase 2,North Indian,3.6,250,250,New Delhi,kaggle,Budget (≤₹300),North Indian
Vaishno Amritsari Naan - Satish Dhaba,Ip Extension,North Indian,3.8,350,239,New Delhi,kaggle,Mid (₹300-700),North Indian
Kamal Dhaba,Chander Nagar,North Indian,3.8,250,215,Ghaziabad,kaggle,Budget (≤₹300),North Indian
Pakwan,Sector 7,"North Indian, Chinese",3.4,400,224,New Delhi,kaggle,Mid (₹300-700),North Indian
Ved Dhaba,Kamla Nagar,North Indian,3.8,250,205,New Delhi,kaggle,Budget (≤₹300),North Indian
Balaji Dhaba,Barakhamba Road,North Indian,3.9,200,193,New Delhi,kaggle,Budget (≤₹300),North Indian
Mirchi Dhaba,Sector 43,North Indian,3.6,400,175,Gurgaon,kaggle,Mid (₹300-700),North Indian
KK Da Dhaba,Rajouri Garden,"Chinese, North Indian",3.9,600,161,New Delhi,kaggle,Mid (₹300-700),Chinese
Standard Amritsari Vaishno Dhaba,Nit,North Indian,3.3,200,184,Faridabad,kaggle,Budget (≤₹300),North Indian
Lala Da Shudh Vaishno Dhaba,Uttam Nagar,North Indian,3.6,300,148,New Delhi,kaggle,Budget (≤₹300),North Indian
Buta Singh Da Dhabba,Vikaspuri,North Indian,3.2,300,175,New Delhi,kaggle,Budget (≤₹300),North Indian
Kohli Dhaba,Jail Road,"North Indian, Mughlai",3.8,600,260,New Delhi,kaggle,Mid (₹300-700),North Indian
Dharma Punjabi Dhaba,Uttam Nagar,North Indian,3.7,300,165,New Delhi,kaggle,Budget (≤₹300),North Indian
Gurdasman Punjabi Khana & Caterers,Rohini,North Indian,3.7,300,140,New Delhi,kaggle,Budget (≤₹300),North Indian
Rao Hotel,Manesar,North Indian,3.7,350,138,Gurgaon,kaggle,Mid (₹300-700),North Indian
SMS Food Villa,Vasundhara,"Chinese, North Indian",3.8,350,147,Ghaziabad,kaggle,Mid (₹300-700),Chinese
Indian & Chinese Corner,Sector 14,"North Indian, Chinese",3.8,400,128,Gurgaon,kaggle,Mid (₹300-700),North Indian
Yummy Rasoi,Shakarpur,North Indian,3.4,200,123,New Delhi,kaggle,Budget (≤₹300),North Indian
Shri Radha Ki Rasoi,Uttam Nagar,"North Indian, Chinese",2.7,400,119,New Delhi,kaggle,Mid (₹300-700),North Indian
Dill's Chawla Chik-Inn,Panchsheel Park,"North Indian, Mughlai",3.8,550,127,New Delhi,kaggle,Mid (₹300-700),North Indian
Ashish Lal Dhaba,Ito,North Indian,3.7,400,106,New Delhi,kaggle,Mid (₹300-700),North Indian
PSW Ka Dhaba,Uttam Nagar,North Indian,3.6,200,128,New Delhi,kaggle,Budget (≤₹300),North Indian
Mehak Dhaba,Sector 12,North Indian,2.8,300,128,New Delhi,kaggle,Budget (≤₹300),North Indian
Amritsari Vaishno Dhaba,Uttam Nagar,North Indian,3.4,200,152,New Delhi,kaggle,Budget (≤₹300),North Indian
Alaalia Bar Be Que,East Of Kailash,"North Indian, Mughlai",3.5,600,106,New Delhi,kaggle,Mid (₹300-700),North Indian
Gupta Ji Ka Dhaba,Hauz Khas,North Indian,3.3,300,108,New Delhi,kaggle,Budget (≤₹300),North Indian
Deepak Vaishno Dhaba,Jail Road,"North Indian, Chinese",3.7,350,119,New Delhi,kaggle,Mid (₹300-700),North Indian
Chauhan Hotel,Udyog Vihar,North Indian,3.2,200,116,Gurgaon,kaggle,Budget (≤₹300),North Indian
Lambu Punjabi Dhaba,Paschim Vihar,North Indian,3.6,200,123,New Delhi,kaggle,Budget (≤₹300),North Indian
Kunal Dhaba,Preet Vihar,North Indian,3.5,150,111,New Delhi,kaggle,Budget (≤₹300),North Indian
Bhola Dhaba,Jangpura,North Indian,3.7,250,104,New Delhi,kaggle,Budget (≤₹300),North Indian
Dwarka Restaurant,West Patel Nagar,"North Indian, South Indian, Chinese",3.7,500,103,New Delhi,kaggle,Mid (₹300-700),North Indian
Bahadur Restaurant,Moti Nagar,North Indian,3.4,500,84,New Delhi,kaggle,Mid (₹300-700),North Indian
Vaishno Dhaba,Indirapuram,North Indian,3.6,250,96,Ghaziabad,kaggle,Budget (≤₹300),North Indian
Takkar Dhaba,Kalkaji,North Indian,3.5,500,108,New Delhi,kaggle,Mid (₹300-700),North Indian
Kulcha Cafe,Sector 21,North Indian,3.4,100,110,Faridabad,kaggle,Budget (≤₹300),North Indian
Fifty Fifty Chicken Corner,Uttam Nagar,"North Indian, Biryani",3.5,400,127,New Delhi,kaggle,Mid (₹300-700),North Indian
Shree Hari Vaishnav Dhaba,Connaught Place,North Indian,3.4,200,94,New Delhi,kaggle,Budget (≤₹300),North Indian
Tite Da Dhaba,Rajouri Garden,North Indian,3.7,200,107,New Delhi,kaggle,Budget (≤₹300),North Indian
Avtar Vaishno Dhaba,Uttam Nagar,North Indian,3.4,300,115,New Delhi,kaggle,Budget (≤₹300),North Indian
New Indian & Chinese Corner,Sector 15,"North Indian, Chinese, Momos",3.7,350,90,Gurgaon,kaggle,Mid (₹300-700),North Indian
Jagdish Vaishno Dhaba,Old Railway Road,North Indian,3.8,200,107,Gurgaon,kaggle,Budget (≤₹300),North Indian
Singh Dhaba,Gujranwala Town,North Indian,3.8,600,101,New Delhi,kaggle,Mid (₹300-700),North Indian
Goyal Eating Point,Shakarpur,North Indian,3.4,200,89,New Delhi,kaggle,Budget (≤₹300),North Indian
Balaji Restaurant,Khanpur,North Indian,3.7,300,104,New Delhi,kaggle,Budget (≤₹300),North Indian
Parmeshwar Food Corner,Okhla Phase 3,"North Indian, Chinese",3.3,300,87,New Delhi,kaggle,Budget (≤₹300),North Indian
Raj Chicken Corner,Sector 19,North Indian,3.4,300,104,Faridabad,kaggle,Budget (≤₹300),North Indian
Shama Chicken Corner,Vikaspuri,"North Indian, Mughlai",3.6,700,83,New Delhi,kaggle,Mid (₹300-700),North Indian
Mitra Da Dhabha,Krishna Nagar,"Mughlai, North Indian",3.0,350,74,New Delhi,kaggle,Mid (₹300-700),Mughlai
Sat Guru Dhaba,East Patel Nagar,North Indian,3.5,350,88,New Delhi,kaggle,Mid (₹300-700),North Indian
Epsha Chicken Corner,Nit,North Indian,3.6,400,98,Faridabad,kaggle,Mid (₹300-700),North Indian
Bite-N-Sip,Bhikaji Cama Place,North Indian,3.1,200,77,New Delhi,kaggle,Budget (≤₹300),North Indian
Pehalwan Da Hotel,Paharganj,Mughlai,3.7,350,79,New Delhi,kaggle,Mid (₹300-700),Mughlai
Vrinda Vaishno Dhaba,Paharganj,North Indian,3.9,200,75,New Delhi,kaggle,Budget (≤₹300),North Indian
Shri Ganesh Rasoi,Paschim Vihar,"North Indian, South Indian, Chinese",3.5,350,82,New Delhi,kaggle,Mid (₹300-700),North Indian
Laxmi Vaishno Dhaba,Pratap Vihar,North Indian,3.3,450,85,Ghaziabad,kaggle,Mid (₹300-700),North Indian
Vaishno Amritsari Dhaba,Crossing Republik,North Indian,3.0,200,65,Ghaziabad,kaggle,Budget (≤₹300),North Indian
Tanatan Corner,Uttam Nagar,North Indian,3.5,200,89,New Delhi,kaggle,Budget (≤₹300),North Indian
Raju Vaishno Dhaba,Old Railway Road,North Indian,3.8,250,92,Gurgaon,kaggle,Budget (≤₹300),North Indian
Shree Shyam Rasoi & Caterers,Palam Vihar,North Indian,3.3,350,55,Gurgaon,kaggle,Mid (₹300-700),North Indian
Kapil Dhaba,West Patel Nagar,North Indian,3.7,300,77,New Delhi,kaggle,Budget (≤₹300),North Indian
Anna Mess,Karol Bagh,South Indian,2.7,450,54,New Delhi,kaggle,Mid (₹300-700),South Indian
New Nawazish Biryani Centre,Udyog Vihar,"North Indian, Mughlai",3.5,400,70,Gurgaon,kaggle,Mid (₹300-700),North Indian
Babbu Da Punjabi Dhaba,Safdarjung,North Indian,3.7,350,76,New Delhi,kaggle,Mid (₹300-700),North Indian
Delhi Zaika,Badkal Lake,"Mughlai, North Indian",3.5,400,83,Faridabad,kaggle,Mid (₹300-700),Mughlai
Kamal Dhaba,Vasundhara,North Indian,3.3,250,79,Ghaziabad,kaggle,Budget (≤₹300),North Indian
Rao Bhojanalay,Kapashera,North Indian,3.7,300,65,New Delhi,kaggle,Budget (≤₹300),North Indian
Gulati Dhaba,Janakpuri,North Indian,3.8,200,69,New Delhi,kaggle,Budget (≤₹300),North Indian
Chickenette,Sector 15,"Raw Meats, North Indian, Chinese, Fast Food, Rolls",4.0,850,915,Faridabad,kaggle,Premium (₹700-1500),Raw Meats
Al Qureshi's,Alaknanda,"North Indian, Mughlai",3.9,650,692,New Delhi,kaggle,Mid (₹300-700),North Indian
Sardar A Pure Meat Shop,Rohini,"Raw Meats, Fast Food, North Indian",3.8,150,178,New Delhi,kaggle,Budget (≤₹300),Raw Meats
Green Chick Chop,Delhi University-Gtb Nagar,"Raw Meats, North Indian, Fast Food",3.7,350,233,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Pindi Meat,Karol Bagh,North Indian,3.9,300,157,New Delhi,kaggle,Budget (≤₹300),North Indian
Chickenette,Sector 81,"Raw Meats, North Indian, Chinese, Fast Food, Rolls",3.7,850,212,Faridabad,kaggle,Premium (₹700-1500),Raw Meats
Green Chick Chop,Jail Road,"Raw Meats, North Indian, Fast Food",3.6,350,119,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Chicken At 21,Sector 21,"Raw Meats, North Indian, Chinese, Mughlai",3.6,650,204,Faridabad,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Rohini,"Raw Meats, North Indian, Fast Food",3.9,350,100,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Qureshi's Kabab Corner,Flyover Market,"North Indian, Mughlai, Raw Meats",3.8,700,134,New Delhi,kaggle,Mid (₹300-700),North Indian
Baba Hotel,Dilshad Garden,"North Indian, Raw Meats",3.7,600,152,New Delhi,kaggle,Mid (₹300-700),North Indian
Green Chick Chop,Paschim Vihar,"Raw Meats, Fast Food, North Indian",3.7,400,108,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Pitampura,"Raw Meats, Fast Food, North Indian",3.7,400,123,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Karkardooma,"Raw Meats, Fast Food, North Indian",3.7,400,105,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Sector 15,"Raw Meats, Fast Food, North Indian",3.7,400,99,Faridabad,kaggle,Mid (₹300-700),Raw Meats
The Chillies,Raj Nagar,"Raw Meats, North Indian, Chinese",3.5,350,103,Ghaziabad,kaggle,Mid (₹300-700),Raw Meats
Qureshi's Kabab Corner,Sector 54,"Raw Meats, North Indian, Mughlai",3.7,400,107,Gurgaon,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Sector 41,"Raw Meats, Fast Food, North Indian",2.9,400,97,Noida,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Malviya Nagar,"Raw Meats, Fast Food, North Indian",3.7,400,90,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Pahariya Meat Chicken & Fish Shop,Subhash Nagar,"North Indian, Chinese",3.5,400,68,New Delhi,kaggle,Mid (₹300-700),North Indian
Green Chick Chop,Ashok Vihar Phase 1,"Raw Meats, Fast Food, North Indian",3.7,400,93,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Indirapuram,"Raw Meats, Fast Food, North Indian",3.7,400,87,Ghaziabad,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,East Patel Nagar,"Raw Meats, Fast Food, North Indian",3.7,400,80,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Sector 21,"Raw Meats, North Indian, Fast Food",3.5,350,67,Faridabad,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Vasant Kunj,"Raw Meats, Fast Food, North Indian",3.7,400,87,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Pahariya Chicken Corner,Kirti Nagar,"Raw Meats, Fast Food",3.6,300,80,New Delhi,kaggle,Budget (≤₹300),Raw Meats
Green Chick Chop,Uttam Nagar,"Raw Meats, Fast Food",3.6,350,80,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Sardar A Pure Meat Shop,Ashok Vihar Phase 1,"Raw Meats, Fast Food, North Indian",3.7,150,77,New Delhi,kaggle,Budget (≤₹300),Raw Meats
Republic of Chicken,Malviya Nagar,"Raw Meats, North Indian, Fast Food",3.8,450,71,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Republic of Chicken,Vardhaman Star City Mall,"Raw Meats, North Indian, Fast Food",3.7,450,67,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Rajouri Garden,"Raw Meats, Fast Food, North Indian",3.7,400,65,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Model Town 2,"Raw Meats, North Indian, Fast Food",3.7,350,68,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Republic of Chicken,Janakpuri,"Raw Meats, North Indian, Fast Food",3.8,450,61,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Republic of Chicken,Sector 25,"Raw Meats, North Indian, Fast Food",3.6,450,60,Noida,kaggle,Mid (₹300-700),Raw Meats
Republic of Chicken,Chittaranjan Park,"Raw Meats, North Indian, Fast Food",3.8,450,62,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Republic of Chicken,Vasant Kunj,"Raw Meats, North Indian, Fast Food",3.8,450,67,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Krishna Nagar,"Raw Meats, Fast Food",3.8,350,61,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Chhatarpur,"Raw Meats, Fast Food",3.5,400,66,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Yusuf Sarai,"Raw Meats, Fast Food, North Indian",3.5,400,51,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Republic of Chicken,Paschim Vihar,"Raw Meats, North Indian, Fast Food",3.7,450,56,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Republic of Chicken,Supermart 1,"Raw Meats, North Indian, Fast Food",3.7,450,57,Gurgaon,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Mayur Vihar Phase 1,"Raw Meats, Fast Food, North Indian",3.5,400,52,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Empire The Meat Shop,East Patel Nagar,"Raw Meats, Mughlai",3.7,400,49,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Uncle Sams Chick-Inn,Sector 22,"Raw Meats, Fast Food, North Indian",3.6,400,41,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Mayapuri Phase 2,"Raw Meats, Fast Food, North Indian",3.5,400,33,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Vaishali,"Raw Meats, Fast Food, North Indian",2.8,400,49,Ghaziabad,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Kirti Nagar,"Raw Meats, Fast Food, North Indian",3.2,400,48,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Kalkaji,"Raw Meats, Fast Food, North Indian",3.4,400,52,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Nazeer,Ip Extension,"Raw Meats, Fast Food",3.5,200,65,New Delhi,kaggle,Budget (≤₹300),Raw Meats
Green Chick Chop,Sector 31,"Raw Meats, North Indian, Fast Food",3.4,350,54,Faridabad,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Naraina,"Raw Meats, Fast Food, North Indian",3.6,400,49,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Janakpuri,"Raw Meats, North Indian, Fast Food",3.5,350,43,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Safdarjung,"Raw Meats, Fast Food, North Indian",3.6,400,54,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Central Arcade,"Raw Meats, Fast Food, North Indian",3.6,400,46,Gurgaon,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Preet Vihar,"Raw Meats, Fast Food, North Indian",3.6,400,41,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Yummees Ready Foods,Kirti Nagar,"Raw Meats, Fast Food",3.5,250,20,New Delhi,kaggle,Budget (≤₹300),Raw Meats
Green Chick Chop,South City 2,"Raw Meats, North Indian, Fast Food",3.3,350,45,Gurgaon,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Alaknanda,"Raw Meats, Fast Food, North Indian",3.4,400,48,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Saket,"Raw Meats, Fast Food, North Indian",3.5,400,39,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Royal Empire Meat Shop,Sector 50,"Raw Meats, Fast Food",3.4,400,38,Noida,kaggle,Mid (₹300-700),Raw Meats
Republic of Chicken,Sector 37,"Raw Meats, North Indian, Fast Food",3.4,450,38,Faridabad,kaggle,Mid (₹300-700),Raw Meats
Republic of Chicken,Sohna Road,"Raw Meats, North Indian, Fast Food",3.8,450,31,Gurgaon,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Punjabi Bagh,"Raw Meats, North Indian, Fast Food",3.5,350,27,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Lodhi Colony,"Raw Meats, Fast Food, North Indian",3.5,400,28,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Tilak Nagar,"Raw Meats, Fast Food, North Indian",3.5,400,37,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Vyapar Kendra,"Raw Meats, Fast Food, North Indian",3.5,400,34,Gurgaon,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Flyover Market,"Raw Meats, North Indian, Fast Food",3.5,350,38,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Kamla Nagar,"Raw Meats, Fast Food, North Indian",3.5,400,37,New Delhi,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Nit,"Raw Meats, Fast Food, North Indian",3.4,400,41,Faridabad,kaggle,Mid (₹300-700),Raw Meats
Green Chick Chop,Azadpur,"Raw Meats, Fast Food, North Indian",3.4,400,24,New Delhi,kaggle,Mid (₹300-700),Raw Meats
